population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
0.08,0.67,0.4,0.16,0.43,0.93,0.47,0.58,0.4,0.32,0.09,1.0,0.25,0.52,0.12,0.26,0.44,0.53,0.29,0.25,0.2,0.28,0.24,0.13,0.29,0.23,0.28,0.09,0.45,0.81,0.79,0.21,0.75,0.48,0.86,0.19,0.99,0.19,0.45,0.65,0.56,0.53,0.82,0.34,0.34,0.39,0.28,0.61,0.6,0.12,0.97,0.14,0.61,0.68,0.73,0.77,1.0,1.0,1.0,1.0,0.0,1.0,0.82,0.74,0.72,0.8,0.71,0.06,0.78,0.78,0.0,0.05,0.84,0.09,0.17,0.59,0.1,0.76,0.82,0.4,0.42,0.39,0.32,0.39,0.49,0.42,0.59,0.83,0.67,0.01,0.03,1.0,0.34,0.53,0.67,0.54,0.02,0.22,0.97,0.28,0.02,0.15,0.22,0.22,0.55,0.46,0.48,0.4,0.0,0.6,0.03,0.29,1.0,0.01,1.0,0.7,0.06,0.02,0.86,0.0,0.7,0.18,0.44
0.02,0.42,0.01,0.89,0.36,0.06,0.33,0.3,0.18,0.45,0.04,1.0,0.88,0.58,0.2,0.83,0.38,0.1,0.52,0.95,1.0,1.0,0.43,0.6,0.57,0.44,0.65,0.01,0.1,0.04,0.04,0.97,0.07,0.61,0.14,0.66,0.09,0.93,0.33,0.33,0.4,0.38,0.37,0.84,0.88,0.9,0.71,0.41,0.38,0.0,0.07,0.01,0.25,0.24,0.29,0.29,0.17,0.14,0.15,0.14,0.83,0.05,0.09,0.1,0.45,0.51,0.22,0.79,0.05,0.23,0.5,0.01,0.9,0.73,0.08,0.35,0.42,0.02,0.13,1.0,1.0,1.0,0.72,0.72,0.92,0.71,0.56,0.63,0.1,0.0,0.0,0.28,0.52,0.68,0.64,0.76,-0.0090119982430992,0.2182431601882626,1.003389799214221,0.2229562601924734,0.0170149069212693,0.2068261394430579,0.3530629109927946,0.2177909145295793,0.8690462903280745,0.607684964341378,0.3108978306449554,0.1077835694850728,0.2278159173316011,0.3014874844398951,-0.0293610523829097,0.4531591536758829,0.3125969306575905,0.04,0.13,0.71,0.004913547141332,0.0202380293485848,0.5985761057471266,0.3946304963545676,0.0,0.2730821170616182,0.03
0.01,0.41,1.0,0.18,0.01,0.01,0.43,0.46,0.31,0.55,0.0,0.0,0.11,0.48,0.23,0.23,0.65,0.64,0.42,0.12,0.2,0.35,0.17,0.04,0.78,0.16,0.24,0.03,0.64,0.75,0.78,0.17,0.51,0.4,0.76,0.33,0.87,0.26,0.62,0.49,0.68,0.69,0.47,0.13,0.13,0.09,0.1,0.64,0.72,0.03,0.77,0.0,0.27,0.46,0.38,0.45,0.02,0.03,0.02,0.03,0.96,0.04,0.33,0.29,0.42,0.35,0.53,0.35,0.23,0.51,0.5,0.02,0.74,0.41,0.37,0.57,0.44,0.75,0.83,0.06,0.07,0.09,0.03,0.07,0.08,0.15,0.67,0.28,0.53,0.0,0.0,0.03,0.86,0.63,0.8,0.76,-0.0640767710130434,0.2183878387214383,1.0246929072634727,0.2772020780111747,-0.0492256487675163,0.2879163281616274,0.270944393663157,0.2178637236082135,0.5061989028877567,0.7589045265977363,0.587659985260712,0.0346647891715885,0.0855713187734809,0.4134669156652075,-0.0626000092241011,0.4966215794125631,0.2573967253274121,0.02,0.18,0.01,-0.0061602507253963,-0.0251800745443124,1.1938897433108728,0.4397558664920962,0.0,0.1617938522416248,0.73
0.14,0.22,0.17,0.84,0.06,0.05,0.26,0.33,0.21,0.84,0.16,1.0,0.25,0.26,0.17,0.57,0.75,0.2,0.72,0.29,0.4,0.42,0.18,0.12,0.23,0.28,0.42,0.09,0.27,0.21,0.33,0.32,0.27,0.34,0.22,0.37,0.22,0.39,0.68,0.32,0.64,0.68,0.23,0.45,0.47,0.5,0.52,0.57,0.62,0.05,0.25,0.05,0.24,0.27,0.32,0.35,0.14,0.13,0.15,0.14,0.84,0.08,0.11,0.09,0.21,0.23,0.23,0.54,0.1,0.79,0.0,0.52,0.22,0.54,0.08,0.33,0.69,0.3,0.09,0.16,0.17,0.19,0.33,0.33,0.39,0.34,0.59,0.57,0.25,0.13,0.08,0.24,0.12,0.45,0.54,0.34,0.04,0.21,0.95,0.26,0.1,0.4,0.64,0.21,0.94,0.87,0.16,0.04,0.08,0.13,0.03,0.29,0.65,0.07,0.33,0.09,0.16,0.04,0.82,1.0,0.37,0.2,0.48
0.0,0.55,0.03,0.88,0.03,0.02,0.4,0.47,0.24,0.22,0.0,0.0,0.35,0.64,0.56,0.44,0.3,0.21,0.35,0.33,0.25,0.25,0.29,0.17,0.08,0.29,0.44,0.01,0.22,0.19,0.26,0.22,0.2,0.64,0.42,0.31,0.33,0.34,0.37,0.16,0.42,0.41,0.55,0.78,0.81,0.84,0.76,0.55,0.55,0.0,0.09,0.0,0.14,0.32,0.34,0.29,0.01,0.02,0.02,0.02,0.98,0.02,0.15,0.17,0.58,0.63,0.42,0.71,0.09,0.27,0.5,0.01,0.7,0.67,0.41,0.68,0.81,0.2,0.0,0.13,0.1,0.08,0.26,0.29,0.31,0.33,0.57,0.44,0.28,0.0,0.0,0.03,0.55,0.39,0.61,0.65,-0.0132728766698634,0.2177145376804863,0.9572056392131774,0.2067225008331755,-0.023193393998524,0.1852550815644782,0.2348556555792179,0.2181515777868443,0.9376245092805422,1.0581801953463208,0.0262107488769351,0.0144568664472256,-0.0260085002265697,0.0006561063121074,-0.041849852557357,0.5027523652719218,0.2116085139856678,0.01,0.15,0.01,0.0652170049277104,0.0179759783683147,1.0027651284214658,0.4928241613830527,0.0,0.3004873311374256,0.06
0.01,0.44,0.04,0.88,0.3,0.02,0.84,0.87,0.91,0.42,0.0,0.0,0.12,0.48,0.27,0.51,0.45,0.33,0.5,0.19,0.17,0.16,0.18,0.09,0.27,0.45,0.36,0.02,0.59,0.41,0.39,0.45,0.42,0.23,0.14,0.8,0.25,0.51,0.24,0.93,0.51,0.38,0.34,0.59,0.63,0.59,0.63,0.38,0.46,0.0,0.1,0.01,1.0,0.97,0.94,0.82,0.46,0.36,0.31,0.25,0.88,0.04,0.11,0.09,0.26,0.34,0.25,0.37,0.12,0.59,0.0,0.03,0.62,0.35,0.03,0.43,0.58,0.31,0.17,0.07,0.07,0.08,0.1,0.14,0.16,0.13,0.51,0.17,0.21,0.0,0.0,0.17,0.59,0.22,0.15,0.37,0.0195923901732246,0.2181769971045287,0.9486717277802555,0.2136631329601356,-0.0501066394670673,0.0615141715831565,0.041627935147665,0.2181900569926405,1.0392414061682915,1.016157609966041,0.2487867798668938,-0.0182859523352132,0.154810526252144,0.1472868266888685,-0.0393552590315967,0.4960216905874686,0.2865578968654889,0.02,0.15,0.01,0.0635016519116933,0.0128925054538613,0.984766442841541,0.503392108282643,0.0,0.179397726517656,0.07
0.03,0.29,0.02,0.96,0.08,0.03,0.23,0.39,0.21,0.5,0.04,0.97,0.53,0.67,0.12,0.69,0.47,0.1,0.47,0.56,0.6,0.58,0.39,0.29,0.57,0.47,0.63,0.01,0.08,0.16,0.22,0.53,0.22,0.67,0.35,0.6,0.25,0.6,0.46,0.41,0.48,0.49,0.35,0.73,0.75,0.88,0.65,0.47,0.55,0.0,0.03,0.01,0.2,0.22,0.21,0.26,0.06,0.06,0.05,0.06,0.88,0.04,0.1,0.09,0.31,0.35,0.24,0.66,0.04,0.59,0.0,0.07,0.56,0.63,0.03,0.51,0.6,0.02,0.05,0.45,0.48,0.54,0.6,0.61,0.75,0.67,0.47,0.55,0.61,0.06,0.08,0.13,0.71,0.58,0.81,0.7,0.0276675744775722,0.2178983967848159,0.956140215531206,0.2332711518677402,0.0048106275170244,0.0740266929602188,0.1534969708299217,0.2176881160794945,0.9924297114136192,0.8522486014407411,0.1422399391865569,0.0868955238863572,-0.0067283791318041,0.1495470283404493,-0.0420246564574981,0.4879502792280904,0.2591713501420921,0.06,0.1,0.08,0.0176924872327974,0.0222422742806894,0.7151778579791936,0.3473492218027861,0.0,0.1876904806963106,0.03
0.04,0.54,0.01,0.97,0.09,0.01,0.32,0.45,0.3,0.53,0.05,1.0,0.55,0.56,0.05,0.58,0.59,0.23,0.76,0.56,0.46,0.45,0.38,0.12,0.38,0.37,0.48,0.01,0.09,0.12,0.19,0.37,0.42,0.5,0.27,0.4,0.24,0.5,0.21,0.5,0.26,0.24,0.57,0.77,0.79,0.83,0.75,0.45,0.5,0.01,0.09,0.01,0.13,0.13,0.14,0.16,0.06,0.05,0.05,0.06,0.89,0.05,0.31,0.3,0.55,0.62,0.27,0.8,0.04,0.35,0.5,0.01,0.94,0.74,0.19,0.42,0.27,0.02,0.03,0.45,0.43,0.41,0.45,0.55,0.67,0.56,0.47,0.28,0.4,0.0,0.0,0.19,0.88,0.91,0.86,0.91,0.0263140271615074,0.2178069132497455,0.9630434110880632,0.2694973512292632,0.0055188903210007,0.0783539859628383,0.1757585527831545,0.2172408483501134,0.9311616113755352,0.7865380803267403,0.1703866609923896,0.0196665481219778,-0.0015899281819322,0.1475648683551298,-0.0175194918701576,0.4497194167972256,0.2884289644921529,0.04,0.2,0.44,0.0114735730378024,0.0282255692672132,0.7906514483573331,0.226523432220224,0.0,0.1402348162041632,0.17
0.02,0.52,0.02,0.97,0.07,0.02,0.33,0.45,0.3,0.52,0.04,1.0,0.56,0.58,0.17,0.63,0.59,0.24,0.58,0.57,0.48,0.46,0.23,0.74,0.36,0.16,0.32,0.01,0.11,0.18,0.26,0.43,0.32,0.53,0.25,0.47,0.24,0.5,0.2,0.54,0.27,0.25,0.55,0.74,0.77,0.75,0.7,0.45,0.48,0.01,0.09,0.01,0.2,0.21,0.25,0.24,0.1,0.1,0.1,0.09,0.82,0.08,0.28,0.28,0.54,0.57,0.38,0.8,0.05,0.31,0.5,0.01,0.91,0.77,0.03,0.44,0.21,0.06,0.13,0.49,0.45,0.44,0.3,0.53,0.68,0.61,0.4,0.44,0.5,0.0,0.0,0.22,0.85,0.85,0.73,0.85,-0.028634475762557,0.2181494522457297,1.0116295501417896,0.2642849808068168,-0.0433807451047644,0.0941466132476446,0.1459900149661215,0.2172856688200521,0.9811617100478868,0.7544295368560472,0.2598207896939617,0.0179446593636147,-0.0803687413363262,0.1974821699579206,-0.0416948982924682,0.4530325088621178,0.2816793032440562,0.03,0.19,0.43,-0.0384046975511365,-0.0011717954373426,0.7021209621586564,0.2386893663146023,0.0,0.1863702091478184,0.11
0.01,0.27,0.07,0.91,0.13,0.04,0.17,0.26,0.14,0.81,0.02,1.0,0.61,0.48,0.22,0.78,0.72,0.13,0.52,0.65,0.75,0.74,0.44,0.29,0.66,0.34,0.48,0.0,0.05,0.21,0.25,0.57,0.17,0.54,0.27,0.52,0.15,0.69,0.2,0.3,0.27,0.26,0.31,0.91,0.92,0.96,0.85,0.57,0.55,0.0,0.03,0.01,0.16,0.18,0.21,0.26,0.17,0.17,0.18,0.2,0.68,0.15,0.09,0.09,0.3,0.41,0.07,0.75,0.01,0.41,0.5,0.01,0.89,0.66,0.04,0.44,0.33,0.01,0.0,0.57,0.57,0.57,0.63,0.71,0.87,0.71,0.56,0.58,0.63,0.0,0.0,0.45,0.64,0.85,0.75,0.83,0.0565999650941919,0.2175392845735606,0.9382449291550682,0.2668897357128084,0.0280081666061629,0.0899296990482103,0.0781624243799654,0.2173633321216642,0.9377623634613718,0.7876841829682545,0.1334338327643558,0.1272171437269518,0.0757959306775116,0.1955727554605394,0.0161764155792475,0.4483126874783742,0.2779944876216885,0.01,0.22,0.34,0.0246123607546108,0.0711017499435394,0.8139891463925443,0.2347670100738046,0.0,0.244151803909383,0.05
0.04,0.6,0.07,0.72,0.53,0.32,0.45,0.46,0.31,0.28,0.05,1.0,0.64,0.69,0.05,0.53,0.26,0.27,0.33,0.62,0.52,0.52,0.38,0.32,0.43,0.48,0.56,0.01,0.13,0.14,0.24,0.43,0.16,0.68,0.38,0.44,0.24,0.58,0.49,0.41,0.51,0.52,0.58,0.75,0.7,0.84,0.56,0.55,0.51,0.01,0.17,0.03,0.22,0.29,0.4,0.41,0.23,0.27,0.33,0.31,0.64,0.19,0.34,0.33,0.6,0.6,0.54,0.74,0.2,0.35,0.5,0.03,0.83,0.73,0.09,0.23,0.73,0.07,0.04,0.57,0.65,0.71,0.68,0.69,0.8,0.68,0.66,0.73,0.14,0.0,0.0,0.44,0.5,0.48,0.81,0.8,-0.0096419510702301,0.2181631703084492,0.9989639337352352,0.211685704993001,0.0077425467027393,0.1685087826474156,0.3623133448527995,0.2176254366107076,0.7798447252899832,0.6127947635954627,0.1047333816773326,0.2815339039802212,0.2602582693634421,0.270091524187626,-0.052709384613845,0.5145833512151308,0.3561452313067565,0.04,0.17,0.08,0.0249166438264849,0.0126038087022278,0.6042952113619307,0.5413919418512044,0.0,0.288062470190522,0.25
0.04,0.67,0.08,0.81,0.47,0.03,1.0,1.0,1.0,0.09,0.0,0.0,0.12,0.85,0.49,0.64,0.12,0.16,0.18,0.32,0.16,0.16,0.2,0.06,0.15,0.2,0.26,0.09,1.0,0.11,0.11,1.0,0.43,0.14,0.12,1.0,0.15,0.75,0.05,1.0,0.12,0.08,0.3,0.7,0.75,0.7,0.7,0.42,0.39,0.0,0.15,0.02,0.87,0.95,0.96,0.87,0.66,0.63,0.58,0.48,0.81,0.06,0.07,0.04,0.33,0.41,0.36,0.12,0.08,0.57,0.0,0.03,0.78,0.13,0.05,0.28,0.75,0.16,0.2,0.21,0.2,0.22,0.32,0.3,0.33,0.28,1.0,0.28,0.12,0.0,0.0,0.32,0.33,0.0,0.0,0.11,0.0379225665131642,0.2173616048142893,0.9904378190129144,0.1570012683087221,-0.051636597198626,0.0864696371035408,0.0757388469582316,0.2181929163496944,0.9339046401505708,0.949697933075882,0.0774279575539575,0.088931981564398,0.1543504990770187,0.0724505675537913,-0.0533340152062095,0.4860546887192983,0.2994638085678451,0.05,0.15,0.36,0.0755740119691762,0.0300941789316625,0.4796790591758795,0.5515561517482411,0.0,0.2907439173140486,0.05
0.01,0.41,0.05,0.89,0.04,0.12,0.43,0.43,0.3,0.56,0.0,0.0,0.22,0.4,0.49,0.43,0.61,0.38,0.46,0.27,0.23,0.23,0.22,0.06,0.08,0.19,0.26,0.02,0.4,0.39,0.51,0.24,0.3,0.38,0.41,0.32,0.38,0.36,0.52,0.25,0.58,0.58,0.44,0.64,0.61,0.61,0.62,0.3,0.36,0.0,0.11,0.0,0.16,0.5,0.45,0.62,0.03,0.1,0.08,0.1,0.89,0.11,0.23,0.21,0.4,0.36,0.48,0.53,0.18,0.54,0.5,0.05,0.42,0.56,0.15,0.39,0.54,0.44,0.82,0.08,0.08,0.09,0.2,0.23,0.24,0.25,0.57,0.31,0.44,0.01,0.0,0.09,0.78,0.44,0.51,0.85,-0.0076602476110337,0.2183888933755318,0.9755968492096456,0.265921613098289,-0.0154322207254748,0.2646382485736803,0.1093101529725728,0.2177093083536445,0.8844941875482255,1.0649205883850683,-0.0636192311465611,0.1423978407563633,0.0594006528135735,0.0625734457827215,-0.0125880174257934,0.501009082655042,0.2769406204506253,0.05,0.08,0.03,0.0594661737860287,0.0434010146172113,0.9981064053121258,0.4869091739000926,0.0,0.2213289048638586,0.15
0.02,0.37,0.69,0.45,0.04,0.01,0.45,0.45,0.38,0.68,0.0,0.0,0.21,0.39,0.13,0.4,0.67,0.44,0.58,0.24,0.27,0.36,0.19,0.17,0.21,0.21,0.16,0.03,0.41,0.4,0.53,0.32,0.23,0.35,0.68,0.49,0.68,0.38,0.59,0.5,0.56,0.59,0.35,0.31,0.31,0.32,0.38,0.62,0.67,0.02,0.47,0.0,0.46,0.89,0.77,0.71,0.03,0.06,0.05,0.04,0.96,0.04,0.19,0.16,0.29,0.27,0.36,0.44,0.12,0.57,0.0,0.04,0.7,0.47,0.19,0.5,0.4,0.46,0.26,0.08,0.09,0.11,0.12,0.17,0.18,0.2,0.39,0.23,0.36,0.01,0.0,0.03,0.79,0.51,0.66,0.7,-0.0114349132564837,0.2180524340506696,0.9631199630711722,0.2658817986983625,-0.0158237568056312,0.2839062085528179,0.2582508918011683,0.2176879705987105,0.6057632140858045,0.8399853304006715,0.3930446170744122,0.0326400331705309,0.0507253702041223,0.2661971891680428,-0.0221177928017636,0.5163425217261652,0.272382920972917,0.05,0.12,0.07,0.0589257793226443,-0.0063579939444262,1.0763158925256238,0.5347963470333661,0.0,0.2294942719941117,0.46
0.06,0.35,0.06,0.94,0.02,0.01,0.37,0.45,0.28,0.47,0.07,1.0,0.19,0.43,0.23,0.41,0.55,0.46,0.64,0.22,0.22,0.21,0.24,0.07,0.72,0.24,0.33,0.06,0.41,0.3,0.47,0.16,0.52,0.39,0.45,0.39,0.53,0.33,0.66,0.29,0.66,0.69,0.42,0.53,0.57,0.53,0.59,0.5,0.42,0.02,0.19,0.0,0.09,0.13,0.13,0.19,0.0,0.01,0.01,0.01,0.98,0.03,0.17,0.15,0.37,0.4,0.36,0.48,0.07,0.53,0.5,0.06,0.76,0.47,0.14,0.43,0.33,0.44,0.26,0.07,0.07,0.08,0.16,0.18,0.2,0.2,0.5,0.19,0.29,0.0,0.0,0.02,0.84,0.54,0.8,0.8,0.0508910928072577,0.2172819869844139,0.937627764910082,0.2500761039575579,0.0458353875532979,0.150720145366125,0.238306177194916,0.2173423019659196,0.9089310479743,0.999627340551002,0.0210796439747776,-0.0062414612435002,0.0445806464951512,-0.0054988868472609,-0.0298111843931879,0.4935458562687195,0.2840339202234375,0.05,0.21,0.03,0.0539561761520798,0.0672475704557078,0.7838012204470148,0.3794665482307319,0.0,0.1915063563435045,0.45
0.07,0.28,0.13,0.89,0.03,0.01,0.55,0.52,0.48,0.66,0.09,1.0,0.11,0.21,0.1,0.37,0.75,0.46,0.71,0.18,0.23,0.23,0.18,0.12,0.55,0.17,0.29,0.11,0.61,0.41,0.48,0.33,0.73,0.14,0.24,0.72,0.33,0.52,0.58,0.48,0.56,0.59,0.33,0.47,0.49,0.49,0.42,0.3,0.33,0.03,0.2,0.0,0.48,0.49,0.47,0.45,0.04,0.04,0.03,0.03,0.96,0.02,0.11,0.09,0.24,0.29,0.22,0.5,0.05,0.59,0.0,0.17,0.49,0.47,0.31,0.76,0.13,0.63,0.3,0.06,0.06,0.07,0.11,0.14,0.14,0.15,0.76,0.2,0.28,0.04,0.01,0.03,0.78,0.58,0.64,0.69,0.01,0.17,0.98,0.22,0.02,0.18,0.33,0.17,0.86,0.98,0.03,0.0,0.0,0.02,0.04,0.29,0.3,0.04,0.31,0.09,0.03,0.0,0.84,0.0,1.0,0.04,0.23
0.0,0.44,0.03,0.96,0.06,0.03,0.36,0.34,0.22,0.48,0.0,0.0,0.46,0.57,0.12,0.57,0.51,0.11,0.51,0.46,0.4,0.39,0.3,0.74,0.23,0.38,0.55,0.0,0.09,0.23,0.31,0.35,0.27,0.54,0.4,0.34,0.41,0.37,0.37,0.28,0.31,0.35,0.43,0.81,0.81,0.89,0.82,0.29,0.43,0.0,0.11,0.0,0.25,0.38,0.39,0.43,0.07,0.1,0.09,0.09,0.88,0.04,0.16,0.17,0.48,0.47,0.47,0.79,0.06,0.27,0.5,0.05,0.19,0.79,0.07,0.28,0.63,0.04,0.2,0.27,0.29,0.31,0.36,0.38,0.49,0.41,0.46,0.53,0.37,0.0,0.0,0.12,0.6,0.65,0.58,0.41,-0.0587269524657178,0.2195855887196957,1.022338048929329,0.243780235675604,-0.0632429739329095,0.1824166333498677,0.1182671188687289,0.2181110220903944,0.947742960630319,0.971789430740837,0.0573580492986801,0.0730664738796165,-0.0528964195391938,0.050525820442111,-0.0604236300121058,0.4770323262645577,0.242169869079508,0.09,0.03,0.13,0.0361498585033726,-0.0347063862056014,0.8579226912969808,0.4623228012291085,0.0,0.2407438307978329,0.08
0.0,0.4,0.01,0.97,0.02,0.02,0.38,0.45,0.3,0.51,0.0,0.0,0.22,0.57,0.28,0.43,0.57,0.29,0.55,0.24,0.21,0.2,0.01,0.11,0.07,0.15,0.31,0.01,0.3,0.37,0.56,0.14,0.42,0.49,0.96,0.29,0.99,0.18,0.54,0.29,0.56,0.57,0.42,0.65,0.63,0.62,0.59,0.84,0.79,0.0,0.12,0.0,0.0,0.41,0.33,0.28,0.0,0.03,0.02,0.02,0.96,0.04,0.17,0.17,0.4,0.43,0.35,0.61,0.08,0.44,0.5,0.01,0.82,0.59,0.06,0.52,0.23,0.66,0.22,0.05,0.04,0.04,0.16,0.15,0.14,0.14,0.38,0.07,0.31,0.01,0.0,0.03,0.81,0.62,0.82,0.86,-0.0114311739289562,0.2175808616143744,0.9606385645814538,0.2295356080945074,-0.0097911386045787,0.2094216742600667,0.200723115022036,0.2176109431980369,1.0098571223893016,1.127474227084193,0.0595811899061877,-0.0250733924834327,-0.1485353805819474,-0.0306213281897229,-0.0489692258084038,0.507928427367544,0.2720625768895606,0.01,0.19,0.02,0.0072213755241831,-0.0015580496651304,0.925082408092398,0.3837551448792212,0.0,0.2336922595701285,0.08
0.03,0.9,0.01,0.61,0.03,1.0,0.68,0.68,0.51,0.27,0.05,1.0,0.12,0.57,0.44,0.19,0.43,0.93,0.15,0.1,0.08,0.09,0.14,1.0,0.3,0.16,0.21,0.09,0.9,1.0,0.78,0.3,0.88,0.26,0.15,0.78,0.38,0.5,0.36,0.54,0.48,0.45,0.97,0.52,0.49,0.6,0.6,0.39,0.33,0.02,0.28,0.04,0.41,0.47,0.46,0.53,0.53,0.53,0.47,0.5,0.0,1.0,0.92,0.93,0.9,0.91,0.85,0.47,0.92,0.58,0.0,0.04,0.68,0.48,0.24,0.38,0.71,0.77,0.83,0.05,0.05,0.07,0.04,0.16,0.16,0.15,0.48,0.36,0.51,0.0,0.0,0.55,0.71,0.55,0.74,0.74,0.0322479028420077,0.2177783080421025,0.9395750630282024,0.1945929402752109,-0.0391007215491988,-0.0220638479850749,0.0217030887859657,0.2174869783348113,0.7863071009733229,0.3046853185200369,0.0665554255688103,0.6977837677435894,-0.0906426901485722,0.7309016297699709,-0.0081296355768072,0.4084768560093483,0.3689122949384271,0.04,0.18,0.01,-0.0051561277755335,0.0020736560035612,0.5714923727772427,0.4158004599976864,0.0,0.1658526337960389,0.2
0.11,0.4,0.16,0.74,0.23,0.17,0.35,0.47,0.3,0.49,0.13,1.0,0.28,0.38,0.09,0.36,0.54,0.65,0.54,0.32,0.27,0.29,0.24,0.14,0.14,0.16,0.23,0.12,0.42,0.34,0.46,0.22,0.62,0.4,0.5,0.39,0.43,0.31,0.53,0.61,0.56,0.57,0.55,0.36,0.38,0.38,0.4,0.42,0.39,0.09,0.51,0.08,0.47,0.59,0.65,0.66,0.46,0.5,0.5,0.47,0.65,0.35,0.37,0.3,0.42,0.54,0.36,0.36,0.2,0.7,0.0,0.16,0.63,0.33,0.36,0.34,0.0,0.31,0.41,0.36,0.34,0.31,0.32,0.47,0.55,0.47,0.67,0.65,0.67,0.12,0.38,0.41,0.77,0.61,0.75,0.72,0.02,0.18,0.97,0.23,0.03,0.15,0.27,0.18,0.86,0.83,0.18,0.09,0.0,0.19,0.02,0.71,0.99,0.03,0.63,0.5,0.04,0.02,0.86,1.0,0.41,0.15,0.73
0.13,0.51,0.13,0.8,0.34,0.1,0.27,0.45,0.25,0.44,0.15,1.0,0.56,0.68,0.19,0.61,0.49,0.15,0.59,0.54,0.45,0.45,0.36,0.29,0.38,0.37,0.58,0.02,0.07,0.31,0.38,0.31,0.27,0.56,0.4,0.29,0.37,0.41,0.37,0.49,0.28,0.33,0.5,0.79,0.77,0.89,0.71,0.43,0.53,0.02,0.09,0.08,0.25,0.34,0.42,0.46,0.21,0.25,0.29,0.29,0.69,0.13,0.22,0.22,0.5,0.57,0.32,0.73,0.1,0.45,0.5,0.05,0.91,0.69,0.16,0.41,0.4,0.06,0.11,0.43,0.4,0.35,0.67,0.62,0.69,0.62,0.42,0.56,0.75,0.03,0.0,0.36,0.67,0.79,0.69,0.76,0.02,0.16,0.96,0.21,0.03,0.14,0.26,0.16,0.76,0.96,0.0,0.06,0.0,0.04,0.02,0.64,0.02,0.07,0.34,0.39,0.02,0.02,0.84,0.0,0.36,0.1,0.17
0.02,0.47,0.01,0.95,0.16,0.01,0.41,0.39,0.25,0.32,0.03,0.91,0.54,0.73,0.23,0.73,0.34,0.06,0.59,0.54,0.52,0.51,0.23,0.06,0.47,0.29,0.42,0.0,0.04,0.1,0.14,0.51,0.06,0.7,0.2,0.37,0.26,0.59,0.27,0.25,0.3,0.3,0.47,0.86,0.89,0.88,0.78,0.44,0.49,0.0,0.04,0.0,0.32,0.29,0.36,0.35,0.08,0.06,0.07,0.06,0.91,0.02,0.1,0.11,0.5,0.53,0.32,0.84,0.03,0.29,0.5,0.02,0.84,0.81,0.0,0.3,0.69,0.02,0.22,0.24,0.26,0.28,0.47,0.41,0.4,0.43,0.22,0.32,0.11,0.0,0.0,0.1,0.71,0.58,0.51,0.62,0.0490360246750108,0.2181897728231679,0.9375416086223476,0.2520304743619905,0.0234648544964531,0.1168149484737499,0.186606181392498,0.2177618725464184,0.9120818702817632,0.8965710908262181,0.0365654742229767,0.0631262200295894,0.0861330845942473,0.1015837078471254,0.0203901843289256,0.4919486718119065,0.2383543389107202,0.05,0.1,0.02,0.0644210121266446,0.0562142411890687,0.9276134753921252,0.4195663616348409,0.0,0.1790589865381204,0.07
